run_id,data_profile,datetime,random_seed,model_phase1,model_phase2,temperature,prompt_variant,spec_status,sample_selection,outcome_definition,treatment_definition,model_type,model_specification_line,control_variables,fixed_effects,sample_weighting,se_adjustment,point_est,SE,t_stat,sample_size,execution_status,treated_group_size
run_20260519T175154Z_3aea29,expanded,2026-05-19T17:51:54Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2016 | year != 2012 | hispand == 100 | bpld == 20000 | citizen == 3 | 16 <= age <= 40 | sex in (1, 2) | yrimmig > 0",(uhrswork >= 35).astype(int),"((age + (2012 - year)).between(15, 30)) & ((age - (year - yrimmig)) <= 15) & (yrimmig <= 2007)",WLS,"result = smf.wls('full_time ~ treated * post + age + I(age ** 2) + C(sex) + C(year) + C(statefip) + unemp + lfpr + driverslicenses + everify + limiteverify', data=analysis_df, weights=analysis_df['perwt']).fit(cov_type='cluster', cov_kwds={'groups': analysis_df['statefip']})",age | I(age ** 2) | unemp | lfpr | driverslicenses | everify | limiteverify,C(sex) | C(year) | C(statefip),analysis_df['perwt'],cluster; {'groups': analysis_df['statefip']},0.0295083745823371,0.0057952720694629,5.091801425,355188,success,78994.0
run_20260519T180754Z_3252b8,expanded,2026-05-19T18:07:54Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 and year != 2012 | hispan == 1 | bpl == 200 | citizen == 3 | 15 <= age <= 40 | 1900 <= birthyr <= 2016 | yrimmig > 0 and yrimmig <= 2007 and yrimmig <= year | empstat != 9 | statefip has a matching row in policy_labor_market_data.csv,((empstat == 1) & (uhrswork >= 35)).astype(int),((bpl == 200) & (hispan == 1) & (citizen == 3) & (yrimmig > 0) & (yrimmig <= 2007) & (birthyr >= 1982) & ((age - (year - yrimmig)) < 16)).astype(int),WLS,"result = smf.wls(""full_time ~ eligible * post + C(year) + C(statefip) + C(age) + UNEMP + LFPR"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",UNEMP | LFPR,C(year) | C(statefip) | C(age),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.0157363843337025,0.0045059257748215,3.492375401,335346,success,87170.0
run_20260519T182150Z_f4b103,expanded,2026-05-19T18:21:50Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2016 and year != 2012 | hispan == 1 | bpl == 200 | citizen == 3 | 1972 <= birthyr <= 1997 | age >= 16 | empstat in {1, 2, 3} | yrimmig > 0",((empstat == 1) & (uhrswork >= 35)).astype(int),"((2012 - birthyr).between(15, 30)) & ((yrimmig - birthyr) < 16) & (yrimmig <= 2007)",WLS,"smf.wls(""full_time ~ daca_eligible * post + C(age) + female + UNEMP + LFPR + C(statefip) + C(year)"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",female | UNEMP | LFPR,C(age) | C(statefip) | C(year),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.0147572028348381,0.0035052523600924,4.21002579,331744,success,78994.0
run_20260519T184410Z_8125e8,expanded,2026-05-19T18:44:10Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 and year != 2012 | hispan == 1 | bpl == 200 | birthyr between 1982 and 1996 | age >= 16 | yrimmig <= 2007 | arrival_age between 13 and 18 | statefip between 1 and 56,(df['uhrswork'] >= 35).astype(int),(df['arrival_age'] < 16).astype(int),WLS,"result = smf.wls(""full_time ~ treated * post + C(year) + C(statefip) + C(birthyr) + LFPR + UNEMP + DRIVERSLICENSES + INSTATETUITION + STATEFINANCIALAID + HIGHEREDBAN + EVERIFY + LIMITEVERIFY + OMNIBUS + TASK287G + JAIL287G + SECURECOMMUNITIES"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",LFPR | UNEMP | DRIVERSLICENSES | INSTATETUITION | STATEFINANCIALAID | HIGHEREDBAN | EVERIFY | LIMITEVERIFY | OMNIBUS | TASK287G | JAIL287G | SECURECOMMUNITIES,C(year) | C(statefip) | C(birthyr),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.1006699151443202,0.0087899839640327,11.4527985,54770,success,22562.0
run_20260519T185807Z_0abec6,expanded,2026-05-19T18:58:07Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 | year != 2012 | 1 <= statefip <= 56 | hispan == 1 | bpld == 20000 | citizen == 3 | birthyr > 0 | yrimmig > 0 | yrimmig <= 2007 | yrimmig - birthyr < 16 | age >= 16,(uhrswork >= 35).astype(int),(birthyr >= 1982).astype(int),WLS,"model = smf.wls(""full_time ~ eligible_post + C(birthyr) + C(year) + C(statefip) + UNEMP + LFPR + INSTATETUITION + STATEFINANCIALAID + HIGHEREDBAN + EVERIFY + LIMITEVERIFY + OMNIBUS + TASK287G + JAIL287G + SECURECOMMUNITIES"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",UNEMP | LFPR | INSTATETUITION | STATEFINANCIALAID | HIGHEREDBAN | EVERIFY | LIMITEVERIFY | OMNIBUS | TASK287G | JAIL287G | SECURECOMMUNITIES,C(birthyr) | C(year) | C(statefip),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.2396849167501555,0.0040424064763373,59.2926313,139950,success,81508.0
run_20260519T192436Z_7deb2b,expanded,2026-05-19T19:24:36Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2011 or 2013 <= year <= 2016 | hispan == 1 | bpl == 200 | citizen in (3, 4, 5) | birthyr is not None and yrimmig is not None and age is not None",empstat == 1 and uhrswork >= 35,birthyr >= 1982 and yrimmig <= 2007 and 0 <= yrimmig - birthyr < 16,WLS,"point_estimate, standard_error, sample_size = fit_did_lpm(df, outcome_col=""full_time"", treatment_col=""eligible"", post_col=""post_daca"", weight_col=""perwt"")",age | I(age ** 2),C(year),perwt,HC1,0.0774728846496492,0.0037201766505633,20.82505535,636722,success,116323.0
run_20260519T201356Z_1abf37,expanded,2026-05-19T20:13:56Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"year >= 2006 | year <= 2016 | hispan == 1 | bpl == 200 | citizen == 3 | yrimmig > 0 | birthyr > 0 | birthqtr >= 1 | birthqtr <= 4 | age >= 16 | age <= 45 | sex in {1, 2} | empstat in {1, 2, 3} | perwt > 0",((empstat == 1) & (uhrswork >= 35)).astype(float),(((birthyr > 1981) | ((birthyr == 1981) & (birthqtr >= 3))) & (yrimmig <= 2007) & ((yrimmig - birthyr) <= 15)).astype(float),WLS,"model = smf.wls('full_time ~ daca_eligible + daca_eligible:post_daca + age + age_sq + sex_female + C(year) + C(statefip)', data=sample, weights=sample['perwt']).fit(cov_type='cluster', cov_kwds={'groups': sample['statefip']})",daca_eligible:post_daca | age | age_sq | sex_female,C(year) | C(statefip),sample['perwt'],cluster; {'groups': sample['statefip']},0.0176869227032899,0.0043495002044546,4.066426456,470312,success,92822.0
run_20260519T204406Z_3e0e7f,expanded,2026-05-19T20:44:06Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 and year != 2012 | hispand == 100 | bpld == 20000 | citizen == 3 | 16 <= age <= 40 | (yrimmig - birthyr) < 16 | uhrswork >= 0,int(uhrswork >= 35),((birthyr > 1981) | ((birthyr == 1981) & (birthqtr >= 3))),WLS,"model = smf.wls(""full_time ~ eligible + eligible:post + birthyr_centered + I(birthyr_centered ** 2) + C(birthqtr) + C(year) + C(state_fips) + UNEMP + LFPR"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""state_fips""]})",eligible:post | birthyr_centered | I(birthyr_centered ** 2) | UNEMP | LFPR,C(birthqtr) | C(year) | C(state_fips),"df[""perwt""]","cluster; {""groups"": df[""state_fips""]}",0.2218905354870855,0.0067062770057489,33.08699228,119033,success,85509.0
run_20260519T210909Z_8557b5,expanded,2026-05-19T21:09:09Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 and year != 2012 | hispan == 1 | bpl == 200 | citizen == 3 | 16 <= age <= 40 | yrimmig <= 2007 | (yrimmig - birthyr) < 16,int(uhrswork >= 35),int(birthyr >= 1982),WLS,"result = smf.wls(""full_time ~ eligible + eligible:post + C(year) + C(statefip) + C(age)"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",eligible:post,C(year) | C(statefip) | C(age),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.0159059945820882,0.0092686918130823,1.716099197,117135,success,81508.0
run_20260519T212238Z_8b5b4b,expanded,2026-05-19T21:22:38Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 | 1 <= statefip <= 56 | hispan == 1 | bpl == 200 | citizen == 3 | 15 <= (age + (2012 - year)) <= 36 | 1900 <= yrimmig <= 2007 | yrimmig < (2028 - (age + (2012 - year))),(uhrswork >= 35).astype(int),"((age + (2012 - year)).between(15, 30)).astype(int)",WLS,"result = smf.wls(""full_time ~ post * treated + C(age_2012) + C(year) + C(statefip)"", data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": analysis_df[""statefip""]})",,C(age_2012) | C(year) | C(statefip),"analysis_df[""perwt""]","cluster; {""groups"": analysis_df[""statefip""]}",0.2428605882557946,0.0075862248037583,32.01336561,128841,success,105255.0
run_20260519T214740Z_8d41c9,expanded,2026-05-19T21:47:40Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"(df[""year""].between(2006, 2011) | df[""year""].between(2013, 2016)) | df[""hispan""] == 1 | df[""bpl""] == 200 | df[""citizen""] == 3 | df[""age""].between(16, 40) | df[""yrimmig""].notna()","((df[""empstat""] == 1) & (df[""uhrswork""] >= 35)).astype(int)","((df[""age""] - (df[""year""] - 2012) < 31) & ((df[""age""] - (df[""year""] - df[""yrimmig""])) < 16) & (df[""yrimmig""] <= 2007)).astype(int)",WLS,"fit = smf.wls(""full_time ~ daca_eligible + daca_eligible:post_daca + C(year) + C(statefip) + C(age) + unemp + lfpr + driverslicenses + instatetuition + statefinancialaid + higheredban + everify + limiteverify + omnibus + task287g + jail287g + securecommunities"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",daca_eligible:post_daca | unemp | lfpr | driverslicenses | instatetuition | statefinancialaid | higheredban | everify | limiteverify | omnibus | task287g | jail287g | securecommunities,C(year) | C(statefip) | C(age),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.017359418308651,0.0035699097873696,4.862705038,355188,success,81508.0
run_20260519T221522Z_5b7b75,expanded,2026-05-19T22:15:22Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 | year != 2012 | hispan == 1 | bpl == 200 | citizen == 3 | yrimmig > 0 | yrimmig <= 2006 | 16 <= age <= 40,((empstat == 1) & (uhrswork >= 35)).astype(int),((year - age) >= 1982) & ((yrimmig - (year - age)) < 16),WLS,"smf.wls(""full_time ~ eligible_2012 + eligible_2012:post + C(year) + C(statefip) + C(age) + LFPR + UNEMP"", data=df, weights=df[""perwt""]).fit(cov_type=""HC1"")",eligible_2012:post | LFPR | UNEMP,C(year) | C(statefip) | C(age),"df[""perwt""]",HC1,0.0132349435997011,0.0049889005802643,2.652877801,320070,success,80438.0
run_20260519T223446Z_053781,expanded,2026-05-19T22:34:46Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2016 | year != 2012 | 1 <= statefip <= 56 | gq in [1, 2, 5] | hispan == 1 | bpl == 200 | citizen in [3, 4] | yrimmig > 0 | yrimmig <= 2007 | yrimmig - birthyr < 16 | 1976 <= birthyr <= 1990 | 18 <= age <= 40",((uhrswork.fillna(0) >= 35).astype(int)),((birthyr >= 1981) & (yrimmig > 0) & (yrimmig <= 2007) & ((yrimmig - birthyr) < 16)).astype(int),WLS,"model = smf.wls(""full_time ~ eligible * post2013 + C(statefip) + C(year) + C(birthyr) + LFPR + UNEMP"", data=cell_df, weights=cell_df[""weight""]).fit(cov_type=""cluster"", cov_kwds={""groups"": cell_df[""statefip""]})",LFPR | UNEMP,C(statefip) | C(year) | C(birthyr),"cell_df[""weight""]","cluster; {""groups"": cell_df[""statefip""]}",0.1288580520949078,0.0123598966232377,10.42549594,69506,success,52771.0
run_20260519T225414Z_73a49b,expanded,2026-05-19T22:54:14Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"year in {2013, 2014, 2015, 2016} | hispan == 1 | bpl == 200 | citizen == 3 | yrimmig > 0 and yrimmig <= 2007 | yrimmig - birthyr < 16 | birthyr between 1977 and 1986 | perwt > 0 | uhrswork is observed","(df[""uhrswork""] >= 35).astype(int)","(df[""birthyr""] >= 1982).astype(int)",WLS,"result = smf.wls(""full_time ~ DACA_eligible + birthyr_centered + I(birthyr_centered ** 2) + C(year) + C(statefip) + UNEMP + LFPR + DRIVERSLICENSES + INSTATETUITION + STATEFINANCIALAID + HIGHEREDBAN + EVERIFY + LIMITEVERIFY + OMNIBUS + TASK287G + JAIL287G"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",birthyr_centered | I(birthyr_centered ** 2) | UNEMP | LFPR | DRIVERSLICENSES | INSTATETUITION | STATEFINANCIALAID | HIGHEREDBAN | EVERIFY | LIMITEVERIFY | OMNIBUS | TASK287G | JAIL287G,C(year) | C(statefip),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.0395909283111514,0.0167370845989916,2.365461444,15399,success,9181.0
run_20260519T231313Z_3f87bc,expanded,2026-05-19T23:13:13Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 | year != 2012 | statefip <= 56 or statefip == 11 | bpl == 200 | hispan == 1 | citizen == 3 | yrimmig > 0 | yrimmig <= 2007 | 15 <= age2012 <= 40 | age - (year - yrimmig) < 16 | uhrswork < 97,((uhrswork >= 35).astype(int)),((age2012 <= 30).astype(int)),WLS,"result = smf.wls(""full_time ~ treated:post + C(year) + C(statefip) + C(age2012)"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",,C(year) | C(statefip) | C(age2012),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.260862939275594,0.0070296803799331,37.10879089,128332,success,95703.0
run_20260519T233144Z_36c7ee,expanded,2026-05-19T23:31:44Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 and year != 2012 | hispand == 100 | bpld == 20000 | citizen == 3 | 16 <= age <= 35,((labforce == 2) & (uhrswork >= 35)).astype(int),(((age - (year - 2012)) < 31) & ((age - (year - yrimmig)) < 16) & (yrimmig <= 2007)).astype(int),WLS,"model = smf.wls(""full_time ~ eligible + eligible:post2012 + age + I(age ** 2) + C(sex) + C(year) + C(statefip) + lfpr + unemp + everify + task287g + jail287g"", data=model_df, weights=model_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": model_df[""statefip""]})",eligible:post2012 | age | I(age ** 2) | lfpr | unemp | everify | task287g | jail287g,C(sex) | C(year) | C(statefip),"model_df[""perwt""]","cluster; {""groups"": model_df[""statefip""]}",0.0073548778093985,0.004020757991096,1.829226685,267229,success,81508.0
run_20260519T235430Z_46f451,expanded,2026-05-19T23:54:30Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2013 <= year <= 2016 | 1 <= statefip <= 56 | hispan == 1 | bpl == 200 | citizen == 3 | 1978 <= birthyr <= 1986 | yrimmig > 0 | birthyr > 0 | 0 <= yrimmig - birthyr <= 15,"((df[""empstat""] == 1) & (df[""uhrswork""] >= 35)).astype(float)","((df[""birthyr""] >= 1982) & ((df[""yrimmig""] - df[""birthyr""]) <= 15) & (df[""yrimmig""] <= 2007)).astype(float)",WLS,"model = smf.wls(""full_time ~ daca_eligible + birthyr_centered + I(birthyr_centered ** 2) + sex_female + C(year) + C(statefip)"", data=sample, weights=sample[""perwt""]).fit(cov_type=""HC1"")",birthyr_centered | I(birthyr_centered ** 2) | sex_female,C(year) | C(statefip),"sample[""perwt""]",HC1,0.0481354396025609,0.0206761222071056,2.328069022,14102,success,9083.0
run_20260520T001352Z_9d41a4,expanded,2026-05-20T00:13:52Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"year in 2006-2011 or 2013-2016 | statefip between 1 and 56 | gq in household codes {1, 2, 5} | hispand == 100 (Mexican origin) | bpld == 20000 (born in Mexico) | citizen == 3 (not a citizen) | yrimmig > 0 | birthyr between 1967 and 1997","((empstat.isin([1, 2])) & (uhrswork >= 35)).astype(int)",((birthyr >= 1981) & ((yrimmig - birthyr) < 16) & (yrimmig <= 2007) & (citizen == 3)).astype(int),WLS,"model = smf.wls('full_time ~ daca_eligible * post_daca + C(year) + C(statefip) + age + I(age ** 2) + sex_female + driverslicenses + instatetuition + statefinancialaid + higheredban + everify + limiteverify + omnibus + task287g + jail287g + securecommunities + lfpr + unemp', data=sample, weights=sample['perwt']).fit(cov_type='cluster', cov_kwds={'groups': sample['statefip']})",age | I(age ** 2) | sex_female | driverslicenses | instatetuition | statefinancialaid | higheredban | everify | limiteverify | omnibus | task287g | jail287g | securecommunities | lfpr | unemp,C(year) | C(statefip),sample['perwt'],cluster; {'groups': sample['statefip']},0.0513374505416639,0.0069932803814574,7.340968436,413472,success,96553.0
run_20260520T005101Z_bdfbd4,expanded,2026-05-20T00:51:01Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 | year != 2012 | hispan == 1 | bpl == 200 | citizen == 3 | 1978 <= birthyr <= 1987 | yrimmig > 0 | yrimmig <= 2007 | (yrimmig - birthyr) <= 15,uhrswork >= 35,birthyr >= 1982,WLS,"model = smf.wls(""full_time ~ eligible * post + C(year) + C(statefip) + birthyr_c + I(birthyr_c ** 2) + C(sex) + DRIVERSLICENSES + EVERIFY + LIMITEVERIFY + OMNIBUS + TASK287G + JAIL287G + SECURECOMMUNITIES + UNEMP + LFPR"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",birthyr_c | I(birthyr_c ** 2) | DRIVERSLICENSES | EVERIFY | LIMITEVERIFY | OMNIBUS | TASK287G | JAIL287G | SECURECOMMUNITIES | UNEMP | LFPR,C(year) | C(statefip) | C(sex),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.0639654507365249,0.0117689248597235,5.43511421,47825,success,33077.0
run_20260520T011940Z_319183,expanded,2026-05-20T01:19:40Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,year between 2006 and 2016 | hispan == 1 and hispand == 100 and bpl == 200 | citizen == 3 | age between 18 and 40 | yrimmig > 0 and perwt > 0,((empstat == 1) & (uhrswork >= 35)).astype(int),((birthyr >= 1982) & (birthyr <= 1996) & (yrimmig <= 2007) & ((age - yrsusa1) < 16)).astype(int),WLS,"result = smf.wls(""full_time ~ daca_eligible + daca_eligible:post + age + I(age ** 2) + C(year) + C(statefip) + C(sex) + LFPR + UNEMP"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",daca_eligible:post | age | I(age ** 2) | LFPR | UNEMP,C(year) | C(statefip) | C(sex),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.026684746118484,0.0055212068604066,4.833136449,374548,success,75734.0
run_20260520T014159Z_4ccec8,expanded,2026-05-20T01:41:59Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2013 <= year <= 2016 | gq in {1, 2, 5} | hispan == 1 | bpl == 200 | citizen == 3 | 16 <= age <= 35 | birthyr > 0 | yrimmig > 0 | empstat != 9 | uhrswork != 99",int(empstat == 1 and 35 <= uhrswork <= 98),((birthyr >= 1982) and ((yrimmig - birthyr) <= 15) and (yrimmig <= 2007)),WLS,"model = smf.wls(""full_time ~ eligible + C(year) + C(statefip) + age + I(age ** 2)"", data=df, weights=weights).fit(cov_type=""HC1"")",age | I(age ** 2),C(year) | C(statefip),weights,HC1,0.0091353236680696,0.0048759867755079,1.873533315,82777,success,34628.0
run_20260520T020525Z_1bf7f6,expanded,2026-05-20T02:05:25Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 and year != 2012 | bpl == 200 | hispan == 1 | citizen == 3 | 1977 <= birthyr <= 1996 | yrimmig <= 2007 | yrimmig - birthyr < 16 | age >= 16,uhrswork >= 35,birthyr >= 1982,WLS,"result = smf.wls(""full_time ~ eligible * post + C(year) + C(statefip)"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",,C(year) | C(statefip),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.1517501965126628,0.0102370483374985,14.82362801,95189,success,77055.0
run_20260520T022101Z_d4f548,expanded,2026-05-20T02:21:01Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2016 and year != 2012 | hispan == 1 | bpld == 20000 | citizen == 3 | 16 <= age <= 34 | yrimmig <= 2007 | yrimmig <= birthyr + 15 | empstat in {1, 2, 3}",((empstat == 1) & (uhrswork >= 35)).astype(int),(birthyr >= 1982),WLS,"model = smf.wls(""full_time ~ eligible + eligible_post + C(year) + C(statefip) + C(sex) + age + I(age ** 2) + DRIVERSLICENSES + INSTATETUITION + STATEFINANCIALAID + HIGHEREDBAN + EVERIFY + LIMITEVERIFY + OMNIBUS + TASK287G + JAIL287G + SECURECOMMUNITIES + LFPR + UNEMP"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",eligible_post | age | I(age ** 2) | DRIVERSLICENSES | INSTATETUITION | STATEFINANCIALAID | HIGHEREDBAN | EVERIFY | LIMITEVERIFY | OMNIBUS | TASK287G | JAIL287G | SECURECOMMUNITIES | LFPR | UNEMP,C(year) | C(statefip) | C(sex),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",-0.0401807740945483,0.0150430041233708,-2.671060499,100554,success,81508.0
run_20260520T023839Z_4659f9,expanded,2026-05-20T02:38:39Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2016 and year != 2012 | hispand in {100, 102, 103, 104, 105, 106, 107} | bpld == 20000 | citizen == 3 | perwt > 0 | empstat in {1, 2, 3} | yrimmig > 0 and yrimmig <= 2007 | 0 <= age_at_arrival <= 15 | age >= 16 | 16 <= age_2012 <= 35 and age_2012 != 31",((empstat == 1) & (uhrswork >= 35)).astype(float),(age_2012 <= 30).astype(int),WLS,"model = smf.wls(""full_time ~ daca_eligible + daca_eligible:post_daca + age + I(age ** 2) + female + UNEMP + LFPR + C(state_fips) + C(year)"", data=sample, weights=sample[""perwt""]).fit(cov_type=""HC1"")",daca_eligible:post_daca | age | I(age ** 2) | female | UNEMP | LFPR,C(state_fips) | C(year),"sample[""perwt""]",HC1,-0.1481606822679303,0.0138916337589964,-10.6654613,89898,success,75919.0
run_20260520T025957Z_3556de,expanded,2026-05-20T02:59:57Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"year >= 2006 and year <= 2016 and year != 2012 | hispan == 1 | bpl == 200 | citizen == 3 | birthyr >= 1972 and birthyr <= 1990 | age >= 16 | yrimmig <= 2007 | age_at_arrival >= 0 | empstat in {1, 2, 3}","((sample[""empstat""] == 1) & (sample[""uhrswork""] >= 35)).astype(float)","(sample[""birthyr""].between(1982, 1990)).astype(float)",WLS,"model = sm.WLS(model_df[""full_time""], exog, weights=model_df[""cell_weight""]).fit(cov_type=""cluster"", cov_kwds={""groups"": model_df[""state_year""]})",sex_female | DRIVERSLICENSES | EVERIFY | LIMITEVERIFY | OMNIBUS | TASK287G | JAIL287G | SECURECOMMUNITIES | LFPR | UNEMP,C(statefip) | C(year) | C(birthyr),"model_df[""cell_weight""]","cluster; {""groups"": model_df[""state_year""]}",0.0594963532030119,0.0074657584907165,7.969230893,278942,success,107582.0
run_20260520T032125Z_3d5810,expanded,2026-05-20T03:21:25Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006-2011 and 2013-2016 only | statefip between 1 and 56 | hispan == 1 | bpl == 200 | citizen == 3 | 16 <= age <= 40 | 1978 <= birthyr <= 1984, excluding 1981 | yrimmig > 0 and (yrimmig - birthyr) < 16 | uhrswork < 98",(uhrswork >= 35),((birthyr >= 1982) & (year >= 2013)),WLS,"result = smf.wls(""full_time ~ eligible + treatment + age + age_sq + C(year) + C(statefip) + UNEMP + LFPR + DRIVERSLICENSES + INSTATETUITION + STATEFINANCIALAID + HIGHEREDBAN + EVERIFY + LIMITEVERIFY + OMNIBUS + TASK287G + JAIL287G + SECURECOMMUNITIES"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",treatment | age | age_sq | UNEMP | LFPR | DRIVERSLICENSES | INSTATETUITION | STATEFINANCIALAID | HIGHEREDBAN | EVERIFY | LIMITEVERIFY | OMNIBUS | TASK287G | JAIL287G | SECURECOMMUNITIES,C(year) | C(statefip),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.0546526110702042,0.0187121937411946,2.92069502,24927,success,14148.0
run_20260520T034137Z_333f43,expanded,2026-05-20T03:41:37Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"year in 2006-2011 or 2013-2016 | hispan == 1 | bpl == 200 | citizen == 3 | 16 <= age <= 34 | yrimmig > 0 | empstat in [1, 2, 3]",((empstat == 1) & (uhrswork >= 35)).astype(int),((bpl == 200) & (hispan == 1) & (citizen == 3) & (age + 2012 - year >= 15) & (age + 2012 - year <= 30) & (age + yrimmig - year <= 15) & (yrimmig <= 2007)).astype(int),WLS,"model = smf.wls(""full_time ~ eligible + eligible:post + C(age) + C(year) + C(statefip)"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",eligible:post,C(age) | C(year) | C(statefip),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.0253821279316552,0.0042945016048125,5.910378029,248270,success,78994.0
run_20260520T035611Z_34acdb,expanded,2026-05-20T03:56:11Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 | hispan == 1 | bpl == 200 | citizen == 3 | yrimmig > 0 and yrimmig <= 2007 | yrimmig - birthyr < 16 | 1976 <= birthyr <= 1986 and birthyr != 1981 | perwt > 0,(uhrswork >= 35).astype(int),(birthyr >= 1982).astype(int),WLS,"result = smf.wls(""full_time ~ treated:post + C(birthyr) + C(year) + C(statefip) + DRIVERSLICENSES + INSTATETUITION + STATEFINANCIALAID + HIGHEREDBAN + EVERIFY + LIMITEVERIFY + OMNIBUS + TASK287G + JAIL287G + SECURECOMMUNITIES + LFPR + UNEMP"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",DRIVERSLICENSES | INSTATETUITION | STATEFINANCIALAID | HIGHEREDBAN | EVERIFY | LIMITEVERIFY | OMNIBUS | TASK287G | JAIL287G | SECURECOMMUNITIES | LFPR | UNEMP,C(birthyr) | C(year) | C(statefip),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.0585583049912079,0.0075666573427528,7.738992575,48323,success,29093.0
